"Date","Price","Open","High","Low","Vol.","Change %"
"11/28/2017","124.97","125.08","125.23","124.94","2.66M","-0.12%"
"11/27/2017","125.12","124.98","125.14","124.84","2.90M","0.12%"
"11/24/2017","124.97","125.09","125.14","124.89","903.23K","-0.10%"
"11/23/2017","125.09","125.07","125.12","125.00","","-0.02%"
"11/22/2017","125.11","124.73","125.14","124.61","1.91M","0.34%"
"11/21/2017","124.69","124.70","124.92","124.59","1.77M","0.00%"
"11/20/2017","124.69","124.97","125.14","124.69","1.28M","-0.18%"
"11/17/2017","124.91","124.80","125.08","124.77","1.29M","0.04%"
"11/16/2017","124.86","125.12","125.12","124.77","1.15M","-0.15%"
"11/15/2017","125.05","124.80","125.22","124.77","1.79M","0.26%"
"11/14/2017","124.73","124.61","124.83","124.50","1.23M","0.09%"
"11/13/2017","124.62","124.67","124.91","124.55","960.61K","-0.06%"
"11/10/2017","124.70","125.12","125.16","124.66","1.39M","-0.39%"
"11/09/2017","125.19","125.17","125.33","125.05","1.69M","-0.05%"
"11/08/2017","125.25","125.38","125.47","125.16","1.00M","-0.14%"
"11/07/2017","125.42","125.39","125.47","125.19","1.28M","0.05%"
"11/06/2017","125.36","125.23","125.42","125.11","954.05K","0.16%"
"11/03/2017","125.16","125.16","125.41","125.02","1.37M","0.02%"
"11/02/2017","125.14","124.97","125.27","124.89","1.42M","0.18%"
"11/01/2017","124.91","124.88","125.14","124.72","1.39M","-0.02%"
"10/31/2017","124.94","125.00","125.11","124.88","1.43M","-0.06%"
"10/30/2017","125.02","124.73","125.05","124.72","1.24M","0.35%"
"10/27/2017","124.59","124.30","124.75","124.20","2.07M","0.17%"
"10/26/2017","124.38","124.55","124.73","124.28","1.76M","-0.06%"
"10/25/2017","124.45","124.64","124.69","124.19","2.03M","-0.22%"
"10/24/2017","124.73","124.97","125.02","124.56","1.35M","-0.15%"
"10/23/2017","124.92","124.78","125.00","124.72","931.55K","0.07%"
"10/20/2017","124.83","125.34","125.42","124.78","1.72M","-0.35%"
"10/19/2017","125.27","125.08","125.50","125.08","1.50M","0.10%"
"10/18/2017","125.14","125.42","125.44","125.05","1.06M","-0.24%"
"10/17/2017","125.44","125.45","125.52","125.22","1.09M","0.02%"
"10/16/2017","125.42","125.72","125.73","125.36","1.14M","-0.22%"
"10/13/2017","125.70","125.41","125.80","125.31","1.47M","0.25%"
"10/12/2017","125.39","125.19","125.44","125.16","1.12M","0.13%"
"10/11/2017","125.23","125.12","125.36","125.06","1.12M","-0.03%"
"10/10/2017","125.27","125.14","125.44","125.02","1.22M","0.14%"
"10/09/2017","125.09","125.05","125.17","124.98","248.73K","0.05%"
"10/06/2017","125.03","125.17","125.22","124.70","1.81M","-0.10%"
"10/05/2017","125.16","125.38","125.44","125.09","990.53K","-0.14%"
"10/04/2017","125.33","125.39","125.61","125.19","1.21M","0.00%"
"10/03/2017","125.33","125.22","125.41","125.05","954.99K","0.06%"
"10/02/2017","125.25","125.23","125.39","124.94","1.32M","-0.05%"
"09/29/2017","125.31","125.53","125.62","125.20","1.81M","-0.19%"
"09/28/2017","125.55","125.42","125.56","125.06","1.67M","0.09%"
"09/27/2017","125.44","125.94","125.95","125.31","2.01M","-0.44%"
"09/26/2017","126.00","126.03","126.12","125.83","1.09M","-0.05%"
"09/25/2017","126.06","125.75","126.14","125.72","1.26M","0.26%"
"09/22/2017","125.73","125.59","125.94","125.58","1.23M","0.09%"
"09/21/2017","125.62","125.69","125.91","125.56","1.29M","-0.57%"
"09/20/2017","126.34","126.31","126.44","126.30","18.94K","0.05%"
"09/19/2017","126.28","126.45","126.50","126.25","20.43K","-0.08%"
"09/18/2017","126.38","126.53","126.56","126.36","4.78K","-0.17%"
"09/15/2017","126.59","126.81","126.83","126.52","9.07K","-0.08%"
"09/14/2017","126.69","126.80","126.81","126.47","10.96K","-0.02%"
"09/13/2017","126.72","126.95","127.03","126.67","19.91K","-0.15%"
"09/12/2017","126.91","127.25","127.25","126.83","14.65K","-0.27%"
"09/11/2017","127.25","127.52","127.55","127.14","13.28K","-0.39%"
"09/08/2017","127.75","127.86","128.11","127.64","17.31K","-0.02%"
"09/07/2017","127.77","127.39","127.95","127.39","29.75K","0.34%"
"09/06/2017","127.34","127.72","127.81","127.33","37.72K","-0.26%"
"09/05/2017","127.67","127.17","127.72","127.02","76.78K","0.70%"
"09/04/2017","126.78","126.85","126.94","126.76","","-0.05%"
"09/03/2017","126.84","126.92","126.92","126.82","","-0.09%"
"09/01/2017","126.95","127.27","127.48","126.88","123.22K","-0.24%"
"08/31/2017","127.25","127.14","127.30","126.98","252.05K","0.13%"
"08/30/2017","127.08","127.20","127.23","126.98","1.22M","-0.09%"
"08/29/2017","127.19","127.03","127.59","127.03","2.64M","0.15%"
"08/28/2017","127.00","126.88","127.00","126.80","1.95M","0.09%"
"08/25/2017","126.88","126.67","126.95","126.62","1.95M","0.15%"
"08/24/2017","126.69","126.94","126.95","126.67","1.75M","-0.18%"
"08/23/2017","126.92","126.56","126.95","126.50","1.21M","0.28%"
"08/22/2017","126.56","126.86","126.88","126.53","980.89K","-0.22%"
"08/21/2017","126.84","126.72","126.91","126.59","857.26K","0.07%"
"08/18/2017","126.75","126.80","127.05","126.56","1.34M","0.02%"
"08/17/2017","126.72","126.52","126.84","126.34","1.39M","0.16%"
"08/16/2017","126.52","126.11","126.58","126.00","1.35M","0.29%"
"08/15/2017","126.16","126.55","126.56","126.02","1.21M","-0.31%"
"08/14/2017","126.55","126.75","126.80","126.44","945.52K","-0.21%"
"08/11/2017","126.81","126.67","126.88","126.55","1.48M","0.20%"
"08/10/2017","126.56","126.27","126.67","126.19","1.30M","0.17%"
"08/09/2017","126.34","126.16","126.58","126.16","1.35M","0.25%"
"08/08/2017","126.02","126.17","126.23","125.91","913.67K","-0.12%"
"08/07/2017","126.17","126.09","126.22","125.94","699.88K","0.07%"
"08/04/2017","126.08","126.39","126.44","125.91","1.27M","-0.22%"
"08/03/2017","126.36","126.05","126.47","126.03","1.09M","0.20%"
"08/02/2017","126.11","126.19","126.27","125.97","1.34M","-0.10%"
"08/01/2017","126.23","125.84","126.25","125.67","1.47M","0.27%"
"07/31/2017","125.89","125.92","126.05","125.83","1.03M","-0.05%"
"07/28/2017","125.95","125.81","125.98","125.55","1.23M","0.10%"
"07/27/2017","125.83","125.95","126.05","125.66","1.53M","-0.15%"
"07/26/2017","126.02","125.50","126.06","125.48","1.38M","0.35%"
"07/25/2017","125.58","126.14","126.20","125.48","1.47M","-0.46%"
"07/24/2017","126.16","126.28","126.38","126.08","581.06K","-0.12%"
"07/21/2017","126.31","126.08","126.38","126.03","757.68K","0.20%"
"07/20/2017","126.06","126.02","126.27","125.97","1.16M","0.01%"
"07/19/2017","126.05","126.11","126.19","125.95","907.68K","-0.05%"
"07/18/2017","126.11","125.69","126.17","125.67","1.39M","0.29%"
"07/17/2017","125.75","125.58","125.83","125.56","788.34K","0.06%"
"07/14/2017","125.67","125.41","126.03","125.33","1.60M","0.21%"
"07/13/2017","125.41","125.55","125.67","125.27","1.26M","-0.09%"
"07/12/2017","125.52","125.17","125.73","125.14","1.62M","0.28%"
"07/11/2017","125.17","125.03","125.23","124.88","1.08M","0.07%"
"07/10/2017","125.08","124.91","125.14","124.86","886.58K","0.19%"
"07/07/2017","124.84","125.02","125.11","124.80","1.51M","-0.11%"
"07/06/2017","124.98","125.31","125.34","124.80","1.57M","-0.19%"
"07/05/2017","125.22","125.09","125.50","124.98","1.65M","0.00%"
"07/04/2017","125.22","125.12","125.50","125.09","","0.09%"
"07/03/2017","125.11","125.52","125.61","125.03","1.02M","-0.33%"
"06/30/2017","125.53","125.83","125.89","125.45","1.89M","-0.22%"
"06/29/2017","125.81","126.17","126.23","125.58","1.92M","-0.31%"
"06/28/2017","126.20","126.25","126.33","125.88","1.80M","-0.06%"
"06/27/2017","126.28","126.75","126.84","126.16","1.63M","-0.39%"
"06/26/2017","126.78","126.73","126.91","126.59","841.61K","0.04%"
"06/23/2017","126.73","126.69","126.77","126.56","714.18K","0.05%"
"06/22/2017","126.67","126.61","126.81","126.58","884.62K","-0.13%"
"06/21/2017","126.84","126.88","126.98","126.69","5.04K","-0.06%"
"06/20/2017","126.92","126.66","126.91","126.56","7.92K","0.21%"
"06/19/2017","126.66","127.00","127.05","126.59","8.63K","-0.20%"
"06/16/2017","126.92","126.83","127.06","126.72","7.02K","0.06%"
"06/15/2017","126.84","127.23","127.23","126.81","9.57K","-0.21%"
"06/14/2017","127.11","126.56","127.55","126.56","10.11K","0.39%"
"06/13/2017","126.61","126.53","126.62","126.45","8.42K","0.04%"
"06/12/2017","126.56","126.56","126.73","126.47","7.97K","-0.08%"
"06/09/2017","126.66","126.84","126.88","126.42","15.95K","-0.03%"
"06/08/2017","126.70","126.77","126.80","126.48","12.19K","-0.06%"
"06/07/2017","126.78","127.02","127.03","126.75","21.73K","-0.19%"
"06/06/2017","127.02","126.75","127.14","126.73","34.37K","0.23%"
"06/05/2017","126.73","126.86","126.94","126.66","26.28K","-0.13%"
"06/02/2017","126.89","126.48","127.03","126.39","63.47K","0.35%"
"06/01/2017","126.45","126.47","126.50","126.23","97.17K","-0.09%"
"05/31/2017","126.56","126.44","126.56","126.27","260.25K","0.09%"
"05/30/2017","126.44","126.17","126.50","126.05","1.82M","0.40%"
"05/29/2017","125.93","125.85","125.97","125.76","","0.04%"
"05/28/2017","125.88","125.87","125.90","125.87","","-0.25%"
"05/26/2017","126.19","126.12","126.38","126.12","1.92M","0.02%"
"05/25/2017","126.17","126.19","126.25","126.05","2.43M","0.09%"
"05/24/2017","126.06","125.88","126.22","125.77","2.30M","0.16%"
"05/23/2017","125.86","126.09","126.34","125.81","1.67M","-0.21%"
"05/22/2017","126.12","126.23","126.27","126.05","986.02K","-0.06%"
"05/19/2017","126.19","126.28","126.36","126.05","1.23M","-0.07%"
"05/18/2017","126.28","126.44","126.72","126.16","2.33M","-0.11%"
"05/17/2017","126.42","125.55","126.45","125.55","2.43M","0.69%"
"05/16/2017","125.55","125.44","125.72","125.28","1.29M","0.08%"
"05/15/2017","125.45","125.53","125.64","125.34","928.49K","-0.02%"
"05/12/2017","125.47","125.02","125.59","124.98","1.40M","0.44%"
"05/11/2017","124.92","124.80","125.05","124.72","1.27M","0.09%"
"05/10/2017","124.81","124.89","125.17","124.78","1.18M","-0.02%"
"05/09/2017","124.83","124.95","125.06","124.75","1.09M","-0.18%"
"05/08/2017","125.06","125.09","125.42","124.94","1.17M","-0.13%"
"05/05/2017","125.22","125.16","125.34","124.86","1.32M","0.04%"
"05/04/2017","125.17","125.47","125.48","125.06","1.25M","-0.30%"
"05/03/2017","125.55","125.78","125.83","125.41","1.17M","-0.12%"
"05/02/2017","125.70","125.53","125.81","125.34","997.05K","0.18%"
"05/01/2017","125.47","125.72","125.80","125.33","948.94K","-0.20%"
"04/28/2017","125.72","125.66","125.75","125.28","1.67M","0.06%"
"04/27/2017","125.64","125.59","125.78","125.44","1.42M","0.06%"
"04/26/2017","125.56","125.36","125.62","125.22","1.51M","0.12%"
"04/25/2017","125.41","125.81","125.86","125.27","1.12M","-0.31%"
"04/24/2017","125.80","125.47","125.86","125.20","1.55M","-0.21%"
"04/21/2017","126.06","126.02","126.28","125.91","1.05M","0.09%"
"04/20/2017","125.95","126.22","126.34","125.83","1.21M","-0.26%"
"04/19/2017","126.28","126.58","126.59","126.09","1.20M","-0.19%"
"04/18/2017","126.52","125.88","126.62","125.81","1.44M","0.48%"
"04/17/2017","125.91","126.23","126.41","125.81","804.49K","-0.13%"
"04/13/2017","126.08","125.97","126.25","125.75","1.33M","0.49%"
"04/12/2017","125.47","125.48","126.00","125.36","1.37M","-0.01%"
"04/11/2017","125.48","124.88","125.56","124.88","1.49M","0.46%"
"04/10/2017","124.91","124.77","125.05","124.62","947.72K","0.08%"
"04/07/2017","124.81","125.12","125.78","124.72","2.07M","-0.25%"
"04/06/2017","125.12","125.20","125.30","124.94","1.08M","0.06%"
"04/05/2017","125.05","124.92","125.30","124.75","1.48M","0.02%"
"04/04/2017","125.03","125.20","125.36","124.89","1.27M","0.00%"
"04/03/2017","125.03","124.59","125.23","124.50","1.56M","0.38%"
"03/31/2017","124.56","124.33","124.62","124.23","1.53M","0.18%"
"03/30/2017","124.34","124.62","124.69","124.27","1.06M","-0.19%"
"03/29/2017","124.58","124.28","124.66","124.20","1.21M","0.18%"
"03/28/2017","124.36","124.64","124.83","124.27","1.35M","-0.25%"
"03/27/2017","124.67","124.42","124.92","124.42","1.14M","0.11%"
"03/24/2017","124.53","124.33","124.59","124.22","1.00M","0.10%"
"03/23/2017","124.41","124.45","124.62","124.19","1.53M","-0.54%"
"03/22/2017","125.08","124.98","125.28","124.97","1.28K","0.14%"
"03/21/2017","124.91","124.69","125.05","124.48","5.90K","0.19%"
"03/20/2017","124.67","124.41","124.69","124.41","9.29K","0.23%"
"03/17/2017","124.39","124.14","124.55","124.12","4.50K","0.13%"
"03/16/2017","124.23","124.41","124.48","124.11","4.21K","-0.13%"
"03/15/2017","124.39","123.67","124.45","123.56","5.98K","0.67%"
"03/14/2017","123.56","123.39","123.67","123.33","6.78K","0.07%"
"03/13/2017","123.47","123.67","123.81","123.36","10.41K","-0.15%"
"03/10/2017","123.66","123.34","123.81","123.31","8.55K","0.15%"
"03/09/2017","123.47","123.66","123.75","123.34","7.72K","-0.24%"
"03/08/2017","123.77","124.03","124.09","123.50","29.88K","-0.23%"
"03/07/2017","124.05","124.16","124.22","123.98","19.44K","-0.11%"
"03/06/2017","124.19","124.14","124.44","124.11","13.58K","0.02%"
"03/03/2017","124.17","124.12","124.25","123.88","47.56K","0.07%"
"03/02/2017","124.08","124.30","124.36","123.94","62.58K","-0.16%"
"03/01/2017","124.28","124.80","124.80","124.17","141.99K","-0.66%"
"02/28/2017","125.11","125.16","125.36","124.67","402.59K","-0.02%"
"02/27/2017","125.14","125.64","125.64","125.11","1.25M","-0.37%"
"02/24/2017","125.61","125.16","125.67","125.08","2.29M","0.45%"
"02/23/2017","125.05","124.78","125.16","124.73","3.33M","0.22%"
"02/22/2017","124.77","124.67","124.98","124.44","2.62M","0.06%"
"02/21/2017","124.70","124.69","124.80","124.39","1.53M","0.06%"
"02/20/2017","124.62","124.69","124.72","124.57","","-0.07%"
"02/19/2017","124.71","124.70","124.75","124.68","","0.01%"
"02/17/2017","124.70","124.44","124.91","124.34","1.12M","0.20%"
"02/16/2017","124.45","124.00","124.53","123.95","1.37M","0.39%"
"02/15/2017","123.97","124.20","124.27","123.77","1.45M","-0.21%"
"02/14/2017","124.23","124.55","124.62","123.97","1.54M","-0.29%"
"02/13/2017","124.59","124.73","124.75","124.44","826.48K","-0.15%"
"02/10/2017","124.78","124.92","124.92","124.62","1.17M","-0.11%"
"02/09/2017","124.92","125.48","125.48","124.84","1.43M","-0.35%"
"02/08/2017","125.36","125.05","125.56","124.98","1.72M","0.20%"
"02/07/2017","125.11","124.94","125.31","124.75","1.41M","0.14%"
"02/06/2017","124.94","124.42","125.02","124.41","1.28M","0.53%"
"02/03/2017","124.28","124.34","124.83","124.09","1.89M","-0.08%"
"02/02/2017","124.38","124.31","124.70","124.23","1.37M","0.04%"
"02/01/2017","124.33","124.45","124.47","123.91","1.50M","-0.11%"
"01/31/2017","124.47","124.14","124.67","124.06","2.12M","0.20%"
"01/30/2017","124.22","124.20","124.36","124.06","1.21M","0.04%"
"01/27/2017","124.17","123.97","124.19","123.80","1.08M","0.16%"
"01/26/2017","123.97","123.92","124.02","123.56","1.39M","0.13%"
"01/25/2017","123.81","124.30","124.39","123.73","1.41M","-0.33%"
"01/24/2017","124.22","124.86","124.94","124.20","1.17M","-0.47%"
"01/23/2017","124.81","124.17","124.98","124.16","1.68M","0.47%"
"01/20/2017","124.22","124.06","124.30","123.78","1.46M","0.04%"
"01/19/2017","124.17","124.31","124.48","123.86","1.81M","-0.44%"
"01/18/2017","124.72","125.23","125.28","124.31","1.29M","-0.41%"
"01/17/2017","125.23","124.70","125.42","124.69","1.59M","0.32%"
"01/16/2017","124.83","124.82","125.03","124.69","","-0.01%"
"01/15/2017","124.84","124.73","124.85","124.72","","0.05%"
"01/13/2017","124.78","124.88","125.31","124.34","1.58M","-0.09%"
"01/12/2017","124.89","124.77","125.33","124.75","1.41M","0.06%"
"01/11/2017","124.81","124.78","125.20","124.58","1.46M","0.03%"
"01/10/2017","124.77","124.83","124.92","124.62","907.70K","-0.01%"
"01/09/2017","124.78","124.39","124.86","124.23","889.37K","0.30%"
"01/06/2017","124.41","124.95","125.33","124.31","1.54M","-0.34%"
"01/05/2017","124.83","124.20","125.03","124.11","1.88M","0.58%"
"01/04/2017","124.11","124.14","124.28","123.86","1.15M","0.00%"
"01/03/2017","124.11","124.12","124.23","123.58","1.44M","0.06%"
"01/02/2017","124.04","124.10","124.10","123.94","","-0.19%"
"12/30/2016","124.28","123.97","124.33","123.86","786.37K","0.27%"
"12/29/2016","123.94","123.64","124.08","123.61","766.25K","0.24%"
"12/28/2016","123.64","123.19","123.69","123.16","624.85K","0.36%"
"12/27/2016","123.20","123.34","123.34","123.09","263.38K","-0.07%"
"12/26/2016","123.29","123.28","123.29","123.28","","-0.06%"
"12/23/2016","123.36","123.27","123.47","123.20","287.29K","0.07%"
