"Date","Price","Open","High","Low","Vol.","Change %"
"05/28/2019","125.39","125.02","125.45","124.91","4.28M","0.04%"
"05/27/2019","125.34","125.32","125.41","125.21","","0.02%"
"05/26/2019","125.31","125.32","125.35","125.30","","0.34%"
"05/24/2019","124.89","124.94","125.08","124.84","2.85M","-0.25%"
"05/23/2019","125.20","124.50","125.22","124.47","3.13M","0.61%"
"05/22/2019","124.44","124.14","124.52","124.09","1.52M","0.24%"
"05/21/2019","124.14","124.28","124.36","124.03","1.31M","-0.11%"
"05/20/2019","124.28","124.50","124.59","124.25","1.26M","-0.16%"
"05/17/2019","124.48","124.52","124.78","124.36","1.36M","0.05%"
"05/16/2019","124.42","124.69","124.84","124.31","1.44M","-0.20%"
"05/15/2019","124.67","124.39","124.84","124.31","1.91M","0.27%"
"05/14/2019","124.33","124.41","124.53","124.25","1.30M","-0.07%"
"05/13/2019","124.42","124.09","124.56","124.00","1.83M","0.35%"
"05/10/2019","123.98","124.06","124.22","123.83","2.11M","0.00%"
"05/09/2019","123.98","123.73","124.27","123.73","2.12M","0.19%"
"05/08/2019","123.75","123.92","124.19","123.66","2.02M","-0.22%"
"05/07/2019","124.02","123.94","124.03","123.61","1.82M","0.32%"
"05/06/2019","123.62","123.56","124.11","123.56","1.42M","0.23%"
"05/03/2019","123.34","123.25","123.47","122.94","1.49M","0.14%"
"05/02/2019","123.17","123.61","123.66","123.16","1.61M","-0.33%"
"05/01/2019","123.58","123.69","124.12","123.47","1.93M","-0.07%"
"04/30/2019","123.67","123.52","123.72","123.31","1.90M","0.19%"
"04/29/2019","123.44","123.67","123.70","123.39","918.96K","-0.19%"
"04/26/2019","123.67","123.39","123.75","123.28","1.49M","0.23%"
"04/25/2019","123.39","123.52","123.56","123.33","1.14M","-0.11%"
"04/24/2019","123.53","123.14","123.58","123.11","1.33M","0.33%"
"04/23/2019","123.12","122.95","123.20","122.91","942.91K","0.15%"
"04/22/2019","122.94","123.12","123.17","122.92","611.00K","-0.14%"
"04/19/2019","123.11","123.11","123.11","123.11","","-0.02%"
"04/18/2019","123.14","122.86","123.23","122.84","1.43M","0.23%"
"04/17/2019","122.86","122.84","122.94","122.64","1.52M","0.02%"
"04/16/2019","122.83","123.16","123.20","122.80","1.36M","-0.27%"
"04/15/2019","123.16","123.05","123.20","122.97","1.01M","0.06%"
"04/12/2019","123.09","123.61","123.67","123.03","1.63M","-0.38%"
"04/11/2019","123.56","123.84","123.86","123.52","1.14M","-0.19%"
"04/10/2019","123.80","123.59","123.92","123.53","1.35M","0.13%"
"04/09/2019","123.64","123.45","123.75","123.41","1.25M","0.15%"
"04/08/2019","123.45","123.62","123.70","123.42","860.63K","-0.11%"
"04/05/2019","123.59","123.52","123.69","123.27","1.42M","0.03%"
"04/04/2019","123.55","123.44","123.70","123.42","1.19M","0.04%"
"04/03/2019","123.50","123.81","123.84","123.41","1.57M","-0.22%"
"04/02/2019","123.77","123.62","123.86","123.61","1.35M","0.13%"
"04/01/2019","123.61","124.16","124.17","123.52","1.76M","-0.49%"
"03/29/2019","124.22","124.41","124.45","124.08","1.96M","-0.22%"
"03/28/2019","124.50","124.70","124.95","124.33","1.78M","-0.15%"
"03/27/2019","124.69","124.31","124.97","124.27","2.17M","0.23%"
"03/26/2019","124.41","124.48","124.52","124.06","1.96M","0.06%"
"03/25/2019","124.33","124.06","124.67","123.88","2.19M","0.24%"
"03/22/2019","124.03","123.36","124.27","123.33","2.52M","0.54%"
"03/21/2019","123.36","123.44","123.69","123.28","1.56M","0.55%"
"03/20/2019","122.69","122.56","122.72","122.55","3.96K","0.16%"
"03/19/2019","122.50","122.62","122.70","122.41","7.48K","-0.07%"
"03/18/2019","122.59","122.70","122.77","122.58","16.17K","-0.09%"
"03/15/2019","122.70","122.41","122.81","122.41","26.35K","0.20%"
"03/14/2019","122.45","122.50","122.58","122.34","4.74K","-0.11%"
"03/13/2019","122.59","122.56","122.62","122.42","5.23K","-0.02%"
"03/12/2019","122.61","122.25","122.67","122.16","14.99K","0.16%"
"03/11/2019","122.41","122.47","122.52","122.28","5.09K","-0.09%"
"03/08/2019","122.52","122.39","122.69","122.33","20.81K","0.08%"
"03/07/2019","122.42","121.97","122.42","121.95","16.33K","0.39%"
"03/06/2019","121.94","121.73","122.05","121.69","45.40K","0.21%"
"03/05/2019","121.69","121.67","121.72","121.47","61.86K","0.02%"
"03/04/2019","121.67","121.36","121.72","121.31","60.19K","0.19%"
"03/01/2019","121.44","121.72","121.77","121.36","103.65K","-0.25%"
"02/28/2019","121.75","122.00","122.17","121.61","280.82K","-0.14%"
"02/27/2019","121.92","122.30","122.38","121.88","1.63M","-0.34%"
"02/26/2019","122.33","122.09","122.36","122.06","3.19M","0.25%"
"02/25/2019","122.03","122.05","122.12","121.92","3.16M","-0.09%"
"02/22/2019","122.14","121.84","122.28","121.84","1.88M","0.19%"
"02/21/2019","121.91","122.22","122.25","121.80","2.64M","-0.20%"
"02/20/2019","122.16","122.30","122.38","122.14","1.42M","-0.05%"
"02/19/2019","122.22","122.05","122.31","121.94","1.31M","0.19%"
"02/18/2019","121.99","122.01","122.05","121.95","","-0.02%"
"02/17/2019","122.01","122.05","122.06","121.99","","-0.03%"
"02/15/2019","122.05","122.17","122.25","121.91","1.08M","-0.10%"
"02/14/2019","122.17","121.78","122.30","121.70","1.74M","0.34%"
"02/13/2019","121.75","121.94","121.98","121.66","1.31M","-0.16%"
"02/12/2019","121.95","122.19","122.20","121.89","1.14M","-0.14%"
"02/11/2019","122.12","122.33","122.41","122.06","963.20K","-0.21%"
"02/08/2019","122.38","122.20","122.47","122.19","1.12M","0.08%"
"02/07/2019","122.28","121.92","122.30","121.91","1.52M","0.32%"
"02/06/2019","121.89","121.88","122.11","121.81","1.09M","0.01%"
"02/05/2019","121.88","121.72","121.97","121.59","1.04M","0.13%"
"02/04/2019","121.72","121.98","122.00","121.62","1.02M","-0.18%"
"02/01/2019","121.94","122.45","122.53","121.88","1.76M","-0.43%"
"01/31/2019","122.47","122.11","122.59","122.06","1.94M","0.39%"
"01/30/2019","122.00","121.75","122.14","121.50","1.71M","0.18%"
"01/29/2019","121.78","121.47","121.81","121.45","1.19M","0.23%"
"01/28/2019","121.50","121.34","121.61","121.27","1.33M","0.07%"
"01/25/2019","121.41","121.70","121.78","121.31","1.32M","-0.28%"
"01/24/2019","121.75","121.48","121.84","121.41","1.36M","0.30%"
"01/23/2019","121.39","121.48","121.55","121.22","1.38M","-0.16%"
"01/22/2019","121.58","121.17","121.62","121.16","1.73M","0.26%"
"01/21/2019","121.27","121.18","121.30","121.18","","0.07%"
"01/20/2019","121.18","121.15","121.18","121.14","","0.01%"
"01/18/2019","121.17","121.50","121.55","121.06","1.47M","-0.29%"
"01/17/2019","121.52","121.77","121.97","121.39","1.45M","-0.16%"
"01/16/2019","121.72","121.84","121.94","121.61","1.18M","-0.16%"
"01/15/2019","121.91","121.94","122.19","121.78","1.56M","0.00%"
"01/14/2019","121.91","121.92","122.28","121.88","1.06M","-0.03%"
"01/11/2019","121.95","121.62","122.11","121.61","1.21M","0.19%"
"01/10/2019","121.72","121.80","122.11","121.58","1.43M","0.00%"
"01/09/2019","121.72","121.66","121.86","121.50","1.43M","-0.02%"
"01/08/2019","121.75","121.95","122.05","121.61","1.17M","-0.25%"
"01/07/2019","122.05","122.19","122.47","121.91","1.34M","-0.20%"
"01/04/2019","122.30","123.16","123.23","122.12","2.13M","-0.70%"
"01/03/2019","123.16","122.59","123.25","122.22","2.64M","0.79%"
"01/02/2019","122.19","121.81","122.52","121.81","1.54M","0.26%"
"01/01/2019","121.87","121.91","121.92","121.77","","-0.12%"
"12/31/2018","122.02","121.67","122.12","121.56","797.29K","0.33%"
"12/28/2018","121.62","121.39","121.81","121.28","1.31M","0.07%"
"12/27/2018","121.53","120.97","121.59","120.95","1.47M","0.41%"
"12/26/2018","121.03","121.53","121.64","120.88","881.05K","-0.33%"
"12/25/2018","121.43","121.61","121.61","121.43","","0.02%"
"12/24/2018","121.41","121.08","121.56","121.00","513.37K","0.31%"
"12/21/2018","121.03","120.94","121.14","120.89","1.42M","-0.02%"
"12/20/2018","121.06","121.27","121.33","120.89","2.17M","0.12%"
"12/19/2018","120.92","121.05","121.19","120.89","1.98K","-0.02%"
"12/18/2018","120.95","120.70","121.05","120.70","5.99K","0.19%"
"12/17/2018","120.72","120.44","120.77","120.41","4.91K","0.22%"
"12/14/2018","120.45","120.30","120.64","120.28","6.47K","0.14%"
"12/13/2018","120.28","120.25","120.39","120.23","5.12K","0.00%"
"12/12/2018","120.28","120.48","120.50","120.19","11.12K","-0.14%"
"12/11/2018","120.45","120.66","120.78","120.38","20.93K","-0.20%"
"12/10/2018","120.69","120.83","120.94","120.61","19.82K","-0.07%"
"12/07/2018","120.77","120.36","120.80","120.25","45.30K","0.27%"
"12/06/2018","120.45","120.11","120.89","120.08","98.78K","0.33%"
"12/05/2018","120.05","120.09","120.15","120.02","","-0.03%"
"12/04/2018","120.09","119.86","120.33","119.78","135.34K","0.33%"
"12/03/2018","119.69","119.38","119.86","119.27","116.13K","0.12%"
"11/30/2018","119.55","119.47","119.77","119.45","312.02K","0.11%"
"11/29/2018","119.42","119.31","119.73","119.23","1.94M","0.03%"
"11/28/2018","119.39","119.23","119.41","119.08","3.08M","0.12%"
"11/27/2018","119.25","119.25","119.33","119.11","3.15M","0.09%"
"11/26/2018","119.14","119.33","119.36","119.06","2.51M","-0.12%"
"11/23/2018","119.28","119.20","119.45","119.12","1.25M","0.08%"
"11/22/2018","119.19","119.23","119.30","119.12","","-0.03%"
"11/21/2018","119.23","119.20","119.27","119.02","1.82M","-0.09%"
"11/20/2018","119.34","119.23","119.44","119.19","2.23M","0.03%"
"11/19/2018","119.30","119.25","119.38","119.02","1.67M","0.12%"
"11/16/2018","119.16","118.81","119.25","118.77","1.83M","0.29%"
"11/15/2018","118.81","118.69","119.09","118.61","2.39M","0.05%"
"11/14/2018","118.75","118.50","118.98","118.38","2.19M","0.19%"
"11/13/2018","118.52","118.42","118.58","118.23","1.88M","0.11%"
"11/12/2018","118.39","118.17","118.47","118.11","563.27K","0.23%"
"11/09/2018","118.12","117.75","118.20","117.73","1.70M","0.29%"
"11/08/2018","117.78","117.80","118.00","117.70","1.35M","-0.17%"
"11/07/2018","117.98","117.91","118.27","117.72","2.30M","-0.02%"
"11/06/2018","118.00","118.12","118.23","117.89","1.22M","-0.12%"
"11/05/2018","118.14","118.05","118.25","118.03","1.23M","0.08%"
"11/02/2018","118.05","118.67","118.70","117.98","2.41M","-0.45%"
"11/01/2018","118.58","118.52","118.66","118.34","1.65M","0.12%"
"10/31/2018","118.44","118.66","118.67","118.36","1.96M","-0.29%"
"10/30/2018","118.78","118.95","118.98","118.66","1.99M","-0.14%"
"10/29/2018","118.95","119.02","119.17","118.70","1.95M","-0.07%"
"10/26/2018","119.03","118.69","119.19","118.67","2.77M","0.42%"
"10/25/2018","118.53","118.77","118.84","118.44","2.13M","-0.08%"
"10/24/2018","118.62","118.25","118.86","118.22","2.71M","0.30%"
"10/23/2018","118.27","117.97","118.66","117.97","2.92M","0.23%"
"10/22/2018","118.00","117.97","118.12","117.88","1.41M","0.04%"
"10/19/2018","117.95","118.08","118.19","117.89","1.96M","-0.16%"
"10/18/2018","118.14","117.86","118.28","117.78","2.33M","0.08%"
"10/17/2018","118.05","118.12","118.30","117.84","1.59M","-0.14%"
"10/16/2018","118.22","118.22","118.25","118.05","1.46M","0.05%"
"10/15/2018","118.16","118.17","118.33","118.14","1.42M","-0.15%"
"10/12/2018","118.34","118.23","118.44","118.00","1.98M","-0.04%"
"10/11/2018","118.39","118.20","118.45","117.95","3.67M","0.54%"
"10/10/2018","117.75","117.80","118.20","117.55","2.55M","-0.05%"
"10/09/2018","117.81","117.64","117.86","117.47","1.94M","0.09%"
"10/08/2018","117.70","117.62","117.81","117.42","485.72K","0.03%"
"10/05/2018","117.67","117.89","117.97","117.52","2.36M","-0.16%"
"10/04/2018","117.86","117.98","118.03","117.61","2.80M","-0.22%"
"10/03/2018","118.12","118.75","118.89","117.92","2.67M","-0.58%"
"10/02/2018","118.81","118.62","118.92","118.61","1.65M","0.12%"
"10/01/2018","118.67","118.72","118.77","118.52","1.26M","-0.09%"
"09/28/2018","118.78","118.77","119.00","118.73","1.71M","0.03%"
"09/27/2018","118.75","118.83","118.98","118.64","1.51M","0.02%"
"09/26/2018","118.73","118.44","118.86","118.44","1.54M","0.24%"
"09/25/2018","118.45","118.52","118.56","118.34","1.15M","-0.14%"
"09/24/2018","118.62","118.70","118.72","118.47","1.19M","-0.04%"
"09/21/2018","118.67","118.66","118.73","118.53","1.12M","0.07%"
"09/20/2018","118.59","118.70","118.73","118.44","1.61M","-0.23%"
"09/19/2018","118.86","118.95","119.00","118.77","3.61K","-0.10%"
"09/18/2018","118.98","119.48","119.50","118.95","7.82K","-0.28%"
"09/17/2018","119.31","119.34","119.41","119.19","10.00K","-0.04%"
"09/14/2018","119.36","119.58","119.59","119.31","15.68K","-0.19%"
"09/13/2018","119.59","119.56","119.75","119.45","8.92K","-0.02%"
"09/12/2018","119.61","119.52","119.67","119.52","21.48K","0.09%"
"09/11/2018","119.50","119.81","119.83","119.45","16.76K","-0.26%"
"09/10/2018","119.81","119.77","119.89","119.73","9.95K","0.01%"
"09/07/2018","119.80","120.33","120.34","119.75","44.35K","-0.42%"
"09/06/2018","120.30","120.12","120.34","120.05","55.71K","0.17%"
"09/05/2018","120.09","120.11","120.22","119.98","62.97K","0.02%"
"09/04/2018","120.06","120.33","120.42","120.05","115.79K","-0.13%"
"09/03/2018","120.22","120.19","120.30","120.14","","0.04%"
"09/02/2018","120.17","120.19","120.23","120.16","","-0.18%"
"08/31/2018","120.39","120.31","120.50","120.28","246.95K","0.10%"
"08/30/2018","120.27","120.08","120.33","120.05","1.42M","0.15%"
"08/29/2018","120.09","120.12","120.25","119.97","2.38M","0.00%"
"08/28/2018","120.09","120.36","120.41","120.06","3.16M","-0.21%"
"08/27/2018","120.34","120.61","120.66","120.31","1.69M","-0.15%"
"08/24/2018","120.52","120.52","120.62","120.36","1.89M","-0.06%"
"08/23/2018","120.59","120.61","120.70","120.50","1.38M","-0.02%"
"08/22/2018","120.62","120.58","120.75","120.52","1.43M","0.14%"
"08/21/2018","120.45","120.67","120.69","120.39","1.32M","-0.14%"
"08/20/2018","120.62","120.33","120.69","120.28","1.29M","0.31%"
"08/17/2018","120.25","120.31","120.50","120.22","1.31M","-0.02%"
"08/16/2018","120.27","120.33","120.41","120.11","1.25M","-0.14%"
"08/15/2018","120.44","120.06","120.56","120.05","1.83M","0.27%"
"08/14/2018","120.11","120.16","120.25","120.03","1.29M","-0.12%"
"08/13/2018","120.25","120.31","120.48","120.12","2.08M","-0.11%"
"08/10/2018","120.38","119.75","120.41","119.73","2.34M","0.55%"
"08/09/2018","119.72","119.53","119.80","119.50","1.14M","0.18%"
"08/08/2018","119.50","119.47","119.59","119.39","987.42K","0.03%"
"08/07/2018","119.47","119.70","119.75","119.41","840.02K","-0.22%"
"08/06/2018","119.73","119.61","119.84","119.53","905.78K","0.10%"
"08/03/2018","119.61","119.30","119.64","119.23","1.28M","0.23%"
"08/02/2018","119.33","119.17","119.38","119.11","1.31M","0.13%"
"08/01/2018","119.17","119.41","119.56","119.08","1.50M","-0.21%"
"07/31/2018","119.42","119.38","119.66","119.34","1.92M","0.03%"
"07/30/2018","119.38","119.48","119.48","119.25","1.05M","-0.05%"
"07/27/2018","119.44","119.33","119.52","119.25","1.27M","0.08%"
"07/26/2018","119.34","119.38","119.56","119.28","1.48M","-0.27%"
"07/25/2018","119.66","119.55","119.70","119.33","1.67M","0.08%"
"07/24/2018","119.56","119.56","119.64","119.39","1.31M","0.07%"
"07/23/2018","119.48","120.02","120.11","119.45","1.63M","-0.42%"
"07/20/2018","119.98","120.33","120.38","119.95","1.33M","-0.27%"
"07/19/2018","120.30","120.08","120.42","119.86","1.76M","0.20%"
"07/18/2018","120.06","120.11","120.25","120.00","866.20K","-0.05%"
"07/17/2018","120.12","120.19","120.25","120.03","818.76K","-0.04%"
"07/16/2018","120.17","120.39","120.39","120.00","878.76K","-0.16%"
"07/13/2018","120.36","120.22","120.39","120.12","822.69K","0.17%"
"07/12/2018","120.16","120.17","120.25","120.02","998.98K","-0.07%"
"07/11/2018","120.25","120.23","120.41","120.08","1.59M","0.19%"
"07/10/2018","120.02","120.12","120.20","120.00","1.01M","-0.08%"
"07/09/2018","120.12","120.38","120.39","120.09","804.79K","-0.18%"
"07/06/2018","120.34","120.34","120.62","120.20","992.18K","0.07%"
"07/05/2018","120.25","120.34","120.42","120.09","1.17M","-0.02%"
"07/04/2018","120.27","120.34","120.34","120.22","","-0.03%"
"07/03/2018","120.31","120.03","120.38","119.94","1.04M","0.19%"
"07/02/2018","120.08","120.12","120.44","120.03","1.07M","-0.09%"
"06/29/2018","120.19","120.27","120.30","120.06","1.40M","0.00%"
"06/28/2018","120.19","120.38","120.45","120.16","1.41M","-0.17%"
"06/27/2018","120.39","119.98","120.41","119.94","1.90M","0.32%"
"06/26/2018","120.00","119.95","120.11","119.83","1.06M","-0.02%"
"06/25/2018","120.03","119.86","120.14","119.86","1.50M","0.17%"
"06/22/2018","119.83","119.84","119.91","119.64","937.37K","-0.03%"
"06/21/2018","119.86","119.50","119.92","119.42","1.57M","-0.09%"
"06/20/2018","119.97","120.12","120.16","120.02","2.38K","-0.14%"
"06/19/2018","120.14","119.95","120.48","119.95","6.00K","0.19%"
"06/18/2018","119.91","119.94","120.06","119.88","4.25K","0.02%"
"06/15/2018","119.89","119.88","120.14","119.84","5.68K","0.12%"
"06/14/2018","119.75","119.58","119.83","119.55","6.30K","0.19%"
"06/13/2018","119.52","119.70","119.77","119.25","20.29K","-0.18%"
"06/12/2018","119.73","119.77","119.83","119.56","6.23K","-0.03%"
"06/11/2018","119.77","119.86","119.89","119.67","17.55K","-0.13%"
"06/08/2018","119.92","119.94","120.27","119.80","16.59K","0.00%"
"06/07/2018","119.92","119.62","120.30","119.48","21.43K","0.25%"
"06/06/2018","119.62","119.95","119.97","119.58","51.29K","-0.34%"
"06/05/2018","120.03","119.78","120.17","119.78","40.03K","0.17%"
"06/04/2018","119.83","120.12","120.16","119.75","68.24K","-0.28%"
"06/01/2018","120.17","120.55","120.55","119.91","126.46K","-0.46%"
"05/31/2018","120.73","120.53","120.77","120.27","347.77K","0.10%"
"05/30/2018","120.61","121.23","121.39","120.27","2.19M","-0.51%"
"05/29/2018","121.23","119.83","121.30","119.67","5.47M","1.16%"
"05/28/2018","119.84","119.42","119.98","119.34","","0.33%"
"05/27/2018","119.44","119.52","119.52","119.39","","-0.35%"
"05/25/2018","119.86","119.48","120.02","119.39","2.76M","0.30%"
"05/24/2018","119.50","119.41","119.70","119.28","3.79M","0.09%"
"05/23/2018","119.39","118.88","119.45","118.84","2.88M","0.43%"
"05/22/2018","118.88","118.88","118.95","118.72","1.54M","0.03%"
"05/21/2018","118.84","118.72","118.94","118.66","1.50M","0.00%"
"05/18/2018","118.84","118.47","118.91","118.38","1.61M","0.27%"
"05/17/2018","118.52","118.50","118.59","118.33","1.65M","-0.03%"
"05/16/2018","118.55","118.67","118.80","118.44","1.80M","-0.05%"
"05/15/2018","118.61","119.16","119.22","118.52","2.46M","-0.54%"
"05/14/2018","119.25","119.38","119.48","119.14","924.29K","-0.13%"
"05/11/2018","119.41","119.42","119.53","119.31","1.02M","0.02%"
"05/10/2018","119.39","119.22","119.67","119.20","1.42M","0.10%"
"05/09/2018","119.27","119.45","119.47","119.19","1.15M","-0.21%"
"05/08/2018","119.52","119.64","119.72","119.38","1.21M","-0.14%"
"05/07/2018","119.69","119.62","119.77","119.58","633.46K","-0.01%"
"05/04/2018","119.70","119.69","119.98","119.56","1.34M","0.01%"
"05/03/2018","119.69","119.52","119.83","119.44","1.46M","0.14%"
"05/02/2018","119.52","119.45","119.56","119.25","1.32M","0.12%"
"05/01/2018","119.38","119.55","119.58","119.36","921.99K","-0.20%"
"04/30/2018","119.62","119.48","119.66","119.38","1.26M","0.10%"
"04/27/2018","119.50","119.33","119.55","119.28","1.29M","0.16%"
"04/26/2018","119.31","119.05","119.39","119.02","1.31M","0.19%"
"04/25/2018","119.08","119.19","119.28","118.97","1.65M","-0.21%"
"04/24/2018","119.33","119.31","119.45","119.12","1.50M","0.00%"
"04/23/2018","119.33","119.48","119.50","119.20","1.51M","-0.18%"
"04/20/2018","119.55","119.84","119.92","119.47","1.33M","-0.23%"
"04/19/2018","119.83","120.14","120.20","119.72","1.53M","-0.26%"
"04/18/2018","120.14","120.45","120.52","120.08","1.22M","-0.35%"
"04/17/2018","120.56","120.44","120.56","120.31","994.11K","0.07%"
"04/16/2018","120.47","120.47","120.48","120.22","988.13K","-0.01%"
"04/13/2018","120.48","120.47","120.62","120.34","1.12M","0.01%"
"04/12/2018","120.47","120.91","120.97","120.41","1.23M","-0.31%"
"04/11/2018","120.84","120.72","121.11","120.67","1.37M","0.06%"
"04/10/2018","120.77","120.92","121.00","120.69","1.16M","-0.12%"
"04/09/2018","120.91","120.98","121.02","120.72","1.02M","-0.09%"
"04/06/2018","121.02","120.56","121.06","120.55","1.66M","0.38%"
"04/05/2018","120.56","120.70","120.73","120.52","1.16M","-0.22%"
"04/04/2018","120.83","120.91","121.16","120.67","1.51M","-0.01%"
"04/03/2018","120.84","121.25","121.27","120.80","1.52M","-0.35%"
"04/02/2018","121.27","121.03","121.38","120.92","1.05M","0.11%"
"03/29/2018","121.14","120.81","121.19","120.80","1.20M","0.19%"
"03/28/2018","120.91","121.00","121.28","120.78","2.32M","0.00%"
"03/27/2018","120.91","120.38","121.05","120.34","1.84M","0.37%"
"03/26/2018","120.47","120.64","120.73","120.34","1.30M","-0.12%"
"03/23/2018","120.61","120.55","120.88","120.42","1.80M","0.07%"
"03/22/2018","120.52","120.11","120.78","120.09","2.42M","0.48%"
"03/21/2018","119.95","119.97","120.25","119.69","1.52M","-0.64%"
"03/20/2018","120.72","120.89","120.89","120.66","4.56K","-0.23%"
"03/19/2018","121.00","120.97","121.11","120.72","11.48K","0.02%"
"03/16/2018","120.97","121.08","121.19","120.91","12.89K","-0.10%"
"03/15/2018","121.09","121.09","121.28","121.00","12.54K","-0.04%"
"03/14/2018","121.14","120.98","121.28","120.84","8.20K","0.18%"
"03/13/2018","120.92","120.83","121.14","120.70","17.88K","0.07%"
"03/12/2018","120.84","120.61","120.88","120.55","10.39K","0.15%"
"03/09/2018","120.66","120.81","120.84","120.47","11.96K","-0.12%"
"03/08/2018","120.80","120.64","120.92","120.59","15.37K","0.13%"
"03/07/2018","120.64","120.72","121.06","120.61","43.81K","-0.02%"
"03/06/2018","120.67","120.66","120.84","120.45","34.44K","0.01%"
"03/05/2018","120.66","120.78","121.22","120.53","47.98K","-0.12%"
"03/02/2018","120.80","121.17","121.30","120.69","62.18K","-0.33%"
"03/01/2018","121.20","120.69","121.30","120.62","197.03K","0.45%"
"02/28/2018","120.66","120.45","120.70","120.30","329.53K","0.22%"
"02/27/2018","120.39","120.77","120.89","120.25","2.09M","-0.36%"
"02/26/2018","120.83","120.73","121.02","120.66","2.81M","0.08%"
"02/23/2018","120.73","120.38","120.83","120.25","2.43M","0.26%"
"02/22/2018","120.42","120.14","120.48","120.09","2.36M","0.18%"
"02/21/2018","120.20","120.48","120.61","120.06","2.15M","-0.23%"
"02/20/2018","120.48","120.56","120.66","120.16","1.62M","0.03%"
"02/19/2018","120.44","120.58","120.59","120.41","","-0.12%"
"02/18/2018","120.59","120.56","120.66","120.56","","0.01%"
"02/16/2018","120.58","120.31","120.78","120.30","1.33M","0.11%"
"02/15/2018","120.45","120.41","120.56","120.03","1.80M","0.10%"
"02/14/2018","120.33","121.03","121.23","120.27","2.54M","-0.55%"
"02/13/2018","121.00","120.84","121.14","120.84","1.28M","0.09%"
"02/12/2018","120.89","120.94","121.05","120.62","1.42M","-0.23%"
"02/09/2018","121.17","121.03","121.58","120.80","2.87M","0.23%"
"02/08/2018","120.89","121.08","121.25","120.53","3.08M","-0.09%"
"02/07/2018","121.00","121.20","121.61","120.86","2.20M","-0.40%"
"02/06/2018","121.48","121.95","122.59","121.17","3.53M","0.17%"
"02/05/2018","121.27","120.81","122.06","120.56","2.85M","0.45%"
"02/02/2018","120.73","121.09","121.20","120.66","2.65M","-0.40%"
"02/01/2018","121.22","121.67","121.67","121.08","2.20M","-0.30%"
"01/31/2018","121.58","121.66","121.86","121.33","2.44M","-0.05%"
"01/30/2018","121.64","121.81","121.95","121.53","1.69M","-0.14%"
"01/29/2018","121.81","122.05","122.12","121.56","1.93M","-0.20%"
"01/26/2018","122.06","122.44","122.45","121.98","1.48M","-0.31%"
"01/25/2018","122.44","122.25","122.47","121.97","1.77M","0.20%"
"01/24/2018","122.20","122.48","122.55","122.14","1.62M","-0.18%"
"01/23/2018","122.42","122.17","122.52","122.12","1.54M","0.27%"
"01/22/2018","122.09","122.28","122.36","122.05","1.46M","-0.16%"
"01/19/2018","122.28","122.38","122.50","122.11","1.62M","-0.14%"
"01/18/2018","122.45","122.55","122.59","122.34","1.95M","-0.17%"
"01/17/2018","122.66","122.98","123.06","122.55","1.45M","-0.26%"
"01/16/2018","122.98","122.92","123.16","122.84","1.40M","0.03%"
"01/15/2018","122.94","122.95","123.03","122.91","","-0.01%"
"01/14/2018","122.95","122.92","122.97","122.92","","0.01%"
"01/12/2018","122.94","122.98","123.06","122.62","1.65M","-0.15%"
"01/11/2018","123.12","122.97","123.16","122.86","1.69M","0.10%"
"01/10/2018","123.00","122.98","123.09","122.70","2.13M","-0.04%"
"01/09/2018","123.05","123.47","123.50","122.98","1.69M","-0.35%"
"01/08/2018","123.48","123.48","123.62","123.41","739.86K","-0.03%"
"01/05/2018","123.52","123.67","123.88","123.47","1.43M","-0.12%"
"01/04/2018","123.67","123.77","123.78","123.42","1.13M","-0.09%"
"01/03/2018","123.78","123.69","123.89","123.64","955.93K","0.07%"
"01/02/2018","123.69","123.98","124.00","123.53","1.06M","-0.25%"
"01/01/2018","124.00","123.98","124.00","123.95","","-0.04%"
"12/29/2017","124.05","123.83","124.08","123.81","699.64K","0.17%"
"12/28/2017","123.84","123.95","123.97","123.77","767.67K","-0.11%"
"12/27/2017","123.98","123.56","124.02","123.53","783.81K","0.29%"
"12/26/2017","123.62","123.48","123.67","123.42","317.25K","0.14%"
"12/25/2017","123.45","123.47","123.52","123.44","","-0.02%"
"12/22/2017","123.47","123.47","123.55","123.44","499.98K","-0.04%"
"12/21/2017","123.52","123.45","123.62","123.39","845.87K","0.06%"
"12/20/2017","123.45","123.72","123.83","123.42","1.29M","-0.35%"
"12/19/2017","123.88","124.42","124.45","123.86","12.62K","-0.46%"
"12/18/2017","124.45","124.55","124.62","124.44","12.75K","-0.15%"
"12/15/2017","124.64","124.73","124.81","124.48","10.12K","-0.11%"
"12/14/2017","124.78","124.83","124.84","124.50","23.92K","-0.04%"
"12/13/2017","124.83","124.33","124.88","124.16","27.18K","0.38%"
"12/12/2017","124.36","124.48","124.56","124.27","40.51K","-0.11%"
"12/11/2017","124.50","124.48","124.73","124.48","12.17K","-0.02%"
"12/08/2017","124.52","124.56","124.70","124.41","18.53K","0.00%"
"12/07/2017","124.52","124.67","124.86","124.52","15.16K","-0.25%"
"12/06/2017","124.83","124.61","124.95","124.56","40.20K","0.19%"
"12/05/2017","124.59","124.53","124.64","124.36","30.47K","0.07%"
"12/04/2017","124.50","124.20","124.58","124.20","66.54K","-0.14%"
"12/01/2017","124.67","124.34","125.09","124.19","178.44K","0.29%"
"11/30/2017","124.31","124.59","124.66","124.19","399.18K","-0.33%"
"11/29/2017","124.72","125.05","125.11","124.52","1.90M","-0.20%"
