"Date","Price","Open","High","Low","Vol.","Change %"
"02/09/2018","25.89","25.89","25.89","25.89","","-14.70%"
"02/08/2018","30.35","30.35","30.35","30.35","","49.36%"
"02/07/2018","20.32","20.32","20.32","20.32","","-7.93%"
"02/06/2018","22.07","22.07","22.07","22.07","","-21.93%"
"02/05/2018","28.27","28.27","28.27","28.27","","53.89%"
"02/02/2018","18.37","18.37","18.37","18.37","","8.76%"
"02/01/2018","16.89","16.89","16.89","16.89","","0.66%"
"01/31/2018","16.78","16.78","16.78","16.78","","-3.78%"
"01/30/2018","17.44","17.44","17.44","17.44","","1.57%"
"01/29/2018","17.17","17.17","17.17","17.17","","8.19%"
